Portfolio,Asset1,Asset2,Asset3,Asset4
4.5891,-1.865,1.1241,5.3106,0.0194
8.3531,-4.7175,-2.0586,9.7376,5.3916
6.626,-4.1598,0.0967,8.9001,1.789
8.068,-5.4712,-1.0734,10.8504,3.7621
4.5815,-3.7946,2.5755,8.3448,-2.5443
4.6065,-3.8202,2.561,8.3841,-2.5182
5.6876,-7.6549,3.3822,13.9648,-4.0045
5.9404,-10.2272,4.174,17.4578,-5.4641
7.8803,-9.4389,1.4319,16.4052,-0.5179
10.7505,-17.849,0.5218,27.0166,1.061
10.1609,-16.0896,0.8333,24.8933,0.5239
5.1089,-5.2842,2.8437,10.5762,-3.0268
6.1227,-4.1216,0.7719,8.8424,0.6301
1.5936,0.5202,2.8697,1.2775,-3.0739
5.7866,-3.5456,0.8169,7.9631,0.5523
5.4291,2.7876,-5.8768,-2.9439,11.4622
5.6708,2.137,-5.2138,-1.6859,10.4335
6.7615,0.1501,-4.2741,1.9275,8.9581
2.8093,3.923,-3.3453,-5.2469,7.4785
-1.5318,7.3466,-3.9417,-13.3678,8.4312
1.4141,4.6632,-2.4563,-6.8342,6.0414
1.6712,5.3293,-4.254,-8.3304,8.9264
-0.6869,5.9064,-1.6868,-9.6866,4.78
4.9013,2.7283,-4.8248,-2.8275,9.8254
6.1611,0.2214,-3.351,1.803,7.4877
10.4822,-11.2382,-1.4425,18.787,4.3759
-1.9277,-7.9807,10.9266,14.4169,-19.2905
-0.3415,-11.4509,10.6033,19.0638,-18.5577
4.7681,-16.5565,7.2176,25.4609,-11.3539
3.8895,-15.2318,7.7835,23.8423,-12.5045
0.4829,-5.553,7.9851,10.9699,-12.9191
-4.3163,-1.9693,10.5008,5.4793,-18.3271
0.1194,-6.7908,8.8166,12.7506,-14.657
-1.51,-6.947,10.2648,12.9719,-17.7996
-6.2055,-0.6795,11.3214,3.3504,-20.1977
-6.7769,0.7439,10.9554,0.88,-19.3562
3.2986,3.0716,-2.6935,-3.5064,6.4269
1.507,5.7896,-5.0442,-9.4071,10.1688
-2.5528,6.5358,-0.2806,-11.2379,2.4298
-2.0067,6.2583,-0.4683,-10.5437,2.7471
2.9646,2.8008,-1.749,-2.9698,4.8826
7.6518,-2.5067,-2.8313,6.3397,6.6502
2.7128,1.9312,-0.1781,-1.2965,2.2562
0.752,4.6405,-1.3854,-6.7844,4.2813
1.5065,4.729,-2.7304,-6.9788,6.4868
-4.6204,6.9663,1.6334,-12.3488,-0.8714
-7.5499,8.9684,0.3544,-18.221,1.3483
-9.5297,9.1094,2.5485,-18.6917,-2.496
-7.1574,8.9472,-0.1329,-18.1512,2.1794
-12.65,10.6555,0.8754,-24.6319,0.451
-13.9002,10.4573,3.339,-23.7709,-3.9257
-4.6843,7.199,1.2037,-12.9678,-0.1191
-5.09,7.5869,0.8361,-14.0321,0.519
-4.3383,8.111,-1.6842,-15.5407,4.7756
-7.8754,8.6225,1.8376,-17.1045,-1.2311
-2.8882,7.9502,-3.5061,-15.0685,7.7362
-4.6368,8.8147,-3.5676,-17.7186,7.8346
0.6506,5.5261,-2.9804,-8.7863,6.8911
0.8063,6.0038,-4.3427,-9.9213,9.0665
6.7985,0.1906,-4.3899,1.8567,9.1411
8.6353,1.4712,-9.8924,-0.4393,17.4959
4.7814,4.6871,-8.5846,-6.8867,15.5656
8.6473,0.7702,-8.7143,0.833,15.7584
9.5167,-1.7494,-6.9242,5.1229,13.0673
9.9126,0.8048,-11.5216,0.771,19.8584
5.67,2.6772,-6.126,-2.7275,11.8463
11.7482,-7.6743,-5.5942,13.9918,11.0249
8.2543,-0.3455,-6.3063,2.7829,12.1232
4.5679,1.1148,-1.9149,0.2123,5.1556
5.4971,2.6126,-5.6947,-2.6014,11.1807
8.6632,1.0418,-9.1978,0.3446,16.4746
5.1948,3.7355,-7.2571,-4.8563,13.5727
1.5794,6.2232,-6.2997,-10.4572,12.1131
3.1612,3.7301,-3.5827,-4.845,7.8588
6.7357,-1.5185,-2.3345,4.7459,5.8428
11.6988,-5.8533,-6.9285,11.4068,13.0739
7.2916,-1.8541,-2.8861,5.293,6.7388
9.5569,-4.9816,-3.8049,10.13,8.2134
12.2064,-12.0242,-3.8332,19.8053,8.2585
11.7048,-15.2165,-1.6941,23.8234,4.792
7.3994,-11.5279,2.9098,19.1638,-3.1463
6.1913,-16.0769,5.6481,24.8779,-8.2578
8.0387,-14.8973,3.2256,23.4293,-3.7189
9.1392,-14.8855,1.8332,23.4148,-1.2233
9.4536,-12.9684,0.7616,21.0126,0.6478
5.9207,-9.4685,3.8997,16.4449,-4.9555
9.8996,-6.7277,-3.0707,12.6611,7.0369
12.05,-4.9883,-8.4162,10.1399,15.3146
7.8439,-0.3596,-5.5321,2.8069,10.9287
7.9542,-0.0688,-6.1176,2.3073,11.8333
9.6834,-2.3818,-6.5078,6.141,12.4321
9.5166,1.2693,-11.4746,-0.0689,19.7908
10.4052,-0.3081,-10.7485,2.7189,18.743
9.1223,2.1739,-12.378,-1.7563,21.0826
5.7335,3.6409,-8.1227,-4.6608,14.8761
8.0056,3.2927,-12.28,-3.9502,20.9432
2.7084,5.6818,-6.9913,-9.1516,13.1695
-1.2988,5.773,-0.4931,-9.3676,2.7889
5.2012,3.2487,-6.3008,-3.8615,12.1149
2.1665,4.6042,-3.5678,-6.7049,7.835
-0.6258,7.2697,-5.2915,-13.1586,10.5547
-2.8395,7.6626,-2.7082,-14.2447,6.4508
-8.3149,9.0163,1.2519,-18.38,-0.2032
-4.4775,7.7163,-0.358,-14.3966,2.5609
2.0383,4.5941,-3.335,-6.6829,7.462
-1.8122,6.2733,-0.7859,-10.5809,3.2812
-0.249,3.8288,1.3542,-5.0502,-0.3818
-0.7742,4.1764,1.5416,-5.7821,-0.7101
-1.6136,3.2934,3.781,-3.9517,-4.7363
-2.4723,5.4036,1.8124,-8.5017,-1.1866
1.541,0.9799,2.4827,0.4565,-2.378
2.8615,0.2111,1.5443,1.8209,-0.7148
6.9188,-3.3728,-0.9337,7.6964,3.5288
2.3753,0.9144,1.4686,0.5744,-0.5821
-0.8143,3.8818,2.022,-5.1607,-1.5574
-0.0255,3.1433,2.0008,-3.6499,-1.5198
3.7943,1.0169,-0.6274,0.3897,3.0151
3.0006,2.3722,-1.1868,-2.1359,3.9511
3.5498,2.6032,-2.3683,-2.5831,5.8981
4.9674,0.7508,-2.0836,0.8677,5.4325
4.9625,1.5884,-3.1754,-0.656,7.2055
7.0081,1.0002,-5.8818,0.4199,11.4699
6.373,1.9601,-6.207,-1.3509,11.9708
8.7886,-0.963,-6.5093,3.8266,12.4343
10.6379,-5.5117,-5.2501,10.9096,10.4901
9.6524,-4.8859,-4.0451,9.988,8.5953
7.4888,-4.5088,-0.8992,9.4257,3.4711
7.8912,-8.7447,1.0879,15.4656,0.0823
2.5666,-3.8353,4.9871,8.4071,-6.9923
5.841,-6.1066,2.3936,11.7727,-2.2188
5.3172,-7.1297,3.5752,13.2295,-4.3578
2.4421,-6.2427,6.358,11.9684,-9.6416
3.6068,-7.2551,5.5773,13.4058,-8.1213
3.2339,-5.2152,5.0099,10.4748,-7.0357
2.0194,-3.3312,5.2922,7.6321,-7.5737
4.1278,-6.2306,4.5222,11.9511,-6.1149
6.0373,-6.3469,2.2771,12.1179,-2.0108
6.9744,-4.6453,-0.0516,9.6298,2.0414
5.9182,-9.7813,4.0276,16.8642,-5.1923
2.2147,-9.8941,7.9587,17.0148,-12.8647
3.6214,-10.8699,6.8977,18.3053,-10.7117
5.2636,-9.528,4.682,16.5249,-6.4152
6.138,-12.4175,4.7063,20.3103,-6.461
4.4888,-12.0331,6.3697,19.8168,-9.6645
4.9054,-11.1412,5.6525,18.6604,-8.2662
5.0209,-13.5737,6.254,21.7778,-9.4373
4.2272,-11.7716,6.5603,19.4794,-10.0409
1.7435,-8.6866,8.006,15.3864,-12.9623
2.5432,-1.1392,3.1576,4.1201,-3.5953
5.9738,-2.7566,-0.06,6.7347,2.0556
4.0136,0.4908,-0.3442,1.3296,2.5374
4.7283,-2.141,1.1646,5.7557,-0.0511
4.5254,-1.9858,1.3101,5.506,-0.3048
6.5865,-3.0507,-0.706,7.196,3.1471
4.8937,0.2249,-1.3491,1.7969,4.221
0.5442,4.4986,-0.8228,-6.4748,3.3431
1.2875,3.5284,-0.3376,-4.4296,2.5263
3.4539,1.6866,-0.9495,-0.8384,3.5553
6.924,-1.6685,-2.4821,4.9912,6.0834
6.0338,0.1559,-3.0614,1.9174,7.022
4.4749,-0.1624,-0.3084,2.4688,2.4769
4.0031,1.0056,-0.9222,0.4101,3.5096
2.6501,3.0339,-1.6166,-3.4312,4.664
0.4433,3.3999,1.0328,-4.1675,0.1782
1.8567,2.0401,0.8861,-1.502,0.4326
4.5372,0.249,-0.8422,1.7547,3.3757
6.591,-1.9962,-1.6428,5.5228,4.7073
7.3091,-1.9815,-2.7872,5.499,6.5788
8.6197,-4.4067,-2.7265,9.2724,6.4805
4.3769,-1.5522,1.1452,4.8012,-0.0173
0.8706,1.5496,2.7335,-0.5842,-2.8283
-0.0864,1.3523,4.0898,-0.2208,-5.3077
1.2667,-0.6194,4.258,3.2487,-5.6206
3.5411,-2.1303,2.699,5.7386,-2.7662
3.8546,-2.5411,2.6128,6.3942,-2.6112
2.3779,-1.0487,3.2859,3.9695,-3.8288
-1.8444,2.3535,5.0901,-2.0999,-7.1881
-0.8082,1.6534,4.6272,-0.7767,-6.3121
0.2059,-0.5111,5.3649,3.065,-7.713
1.9361,-0.1974,3.1058,2.5289,-3.5012
6.0287,-4.7133,1.3029,9.7314,-0.2922
7.9835,-5.5543,-0.8904,10.9718,3.4563
6.4353,-4.591,0.6677,9.5487,0.8099
5.3342,-5.4351,2.6502,10.7975,-2.6785
4.8716,-3.8948,2.2742,8.4978,-2.0056
4.2899,-4.1685,3.1787,8.9133,-3.6336
2.0231,-0.0326,2.851,2.2447,-3.04
2.0836,0.4051,2.3645,1.4806,-2.1667
-3.5298,4.9912,3.785,-7.5624,-4.7437
-2.0638,3.4506,4.1198,-4.2708,-5.3634
-2.5833,4.1137,3.8908,-5.6489,-4.9389
-7.3989,6.6154,5.61,-11.44,-8.1842
-11.4393,8.6054,6.0566,-17.0505,-9.0508
-13.1159,9.3732,5.9474,-19.5985,-8.838
-8.3141,7.5129,4.9828,-13.8257,-6.9841
-4.111,6.3947,2.1349,-10.8829,-1.7577
1.2067,2.9109,0.6605,-3.187,0.8223
-0.539,4.4979,0.7247,-6.4731,0.7116
-1.7385,5.916,-0.1448,-9.7094,2.1998
-1.1826,5.8849,-0.8923,-9.6347,3.4595
-1.828,6.5788,-1.4525,-11.3468,4.3926
5.1672,3.9991,-7.7663,-5.4069,14.3412
5.7968,4.3515,-9.8892,-6.1567,17.4913
7.3184,3.1912,-10.4797,-3.7459,18.3527
4.5985,4.3313,-7.3835,-6.1133,13.764
3.1643,4.0829,-4.2414,-5.5835,8.9065
3.1585,4.4349,-4.9301,-6.3367,9.9904
3.1138,3.3559,-2.8593,-4.0783,6.6955
4.2042,1.5867,-1.9609,-0.6528,5.2313
2.0286,2.8736,-0.453,-3.1132,2.7212
7.0271,-0.8867,-3.4807,3.6989,7.6956
4.7917,-0.8012,-0.12,3.5554,2.1576
5.6746,-6.4977,2.8165,12.3336,-2.9777
6.1908,-6.6532,2.2483,12.5552,-1.9594
6.4905,-6.1536,1.5783,11.8403,-0.7746
-5.2644,-4.8969,12.4151,10.0045,-22.787
-7.1958,-4.4807,13.5773,9.3835,-25.6759
-6.698,-4.528,13.2682,9.4545,-24.8927
-4.3903,-6.8126,12.4062,12.7815,-22.7655
-6.5858,-7.0022,13.9169,13.0497,-26.5503
-8.003,-7.8187,14.9632,14.1925,-29.34
-11.9099,-3.5246,16.0256,7.9308,-32.3416
-10.065,-0.9522,14.096,3.8084,-27.0173
-10.6192,0.1305,13.9656,1.9615,-26.6768
-8.9447,-0.7446,13.2917,3.4601,-24.9519
1.8933,-0.0606,3.0367,2.293,-3.3759
5.4129,-1.2949,-0.5427,4.378,2.8725
5.8289,-0.5591,-1.9159,3.1466,5.1573
4.3717,-0.2692,-0.05,2.6523,2.0386
3.7216,1.8325,-1.5441,-1.111,4.5442
0.3649,4.6507,-0.8237,-6.8067,3.3446
3.5363,0.8823,-0.0974,0.6322,2.1193
3.0883,0.133,1.3198,1.9573,-0.3218
2.7704,0.1927,1.6828,1.8531,-0.9582
2.277,-0.7089,3.1287,3.4,-3.5427
4.2329,-5.5422,4.0444,10.9541,-5.2235
2.0835,-7.8177,7.3681,14.1911,-11.6581
2.1957,-9.351,7.8017,16.2869,-12.5419
4.4222,-9.3443,5.5421,16.2779,-8.0535
6.25,-13.7108,4.9696,21.9503,-6.9592
3.4046,-7.6813,5.9738,14.0015,-8.8894
7.5543,-9.0103,1.6651,15.8265,-0.927
8.1428,-15.0533,3.1434,23.6221,-3.5695
7.8437,-13.0524,2.8933,21.1192,-3.1164
6.8436,-8.7667,2.47,15.4956,-2.3553
6.615,-2.1834,-1.5051,5.8239,4.4797
8.3503,-2.8493,-3.6545,6.8806,7.9735
11.74,-8.1225,-5.2675,14.6128,10.5173
13.7852,-11.8755,-6.7405,19.6136,12.7876
13.85,-10.6738,-7.5709,18.0477,14.047
17.5637,-23.363,-9.6491,33.4366,17.1391
12.7543,-14.0708,-3.8302,22.4016,8.2537
12.2669,-6.7209,-7.2976,12.6513,13.634
13.9311,-12.5052,-6.6774,20.4225,12.6912
13.666,-6.2791,-10.593,12.0207,18.5173
13.6534,-7.1856,-9.7361,13.3082,17.2669
10.3424,-2.4225,-7.7349,6.2058,14.294
8.9497,-0.1508,-7.9191,2.4488,14.5709
7.7217,0.8218,-6.955,0.7407,13.1143
8.5852,-0.0542,-7.3385,2.282,13.696
8.3796,0.6002,-7.9029,1.1357,14.5466
11.4755,-1.4772,-11.3794,4.6781,19.654
11.9111,-2.7401,-10.6331,6.7087,18.5755
9.2653,1.9971,-12.3409,-1.4208,21.0298
10.8245,-3.0142,-8.015,7.1389,14.7147
13.7233,-8.1927,-9.0508,14.7095,16.2573
14.7832,-7.3756,-12.094,13.5748,20.678
9.8618,-0.2293,-9.686,2.5838,17.1933
4.0903,3.7081,-5.146,-4.7996,10.3277
2.8154,3.9957,-3.4881,-5.3996,7.7074
-0.5817,6.2218,-2.5602,-10.4538,6.2105
-0.1049,4.0139,0.8853,-5.438,0.4338
0.1382,3.7906,0.8867,-4.9706,0.4315
-0.9345,5.1014,0.2533,-7.8107,1.5215
-0.1001,4.2172,0.5651,-5.8689,0.9865
-8.7161,8.1094,4.1731,-15.536,-5.4626
-12.708,8.7029,7.1339,-17.3595,-11.1853
-11.1755,7.4974,7.9439,-13.7826,-12.8341
-9.4972,7.1784,6.8466,-12.9124,-10.6098
-10.3483,7.6436,6.8845,-14.1911,-10.6853
-6.2694,8.4904,0.0317,-16.6911,1.8997
-8.5902,9.5861,-0.3266,-20.3574,2.5078
-11.3147,9.8982,2.2262,-21.519,-1.9202
0.9975,2.5614,1.4002,-2.5017,-0.4624
2.8749,-0.0577,1.7878,2.2881,-1.1433
6.9642,-2.6461,-1.6204,6.5604,4.6703
11.3283,-7.2427,-5.1473,13.3884,10.3299
11.7132,-6.1333,-6.7184,11.8111,12.7538
13.0846,-8.0728,-7.8424,14.5442,14.4556
13.529,-8.1858,-8.6539,14.7001,15.6687
10.0933,-13.8594,0.1953,22.1369,1.6205
12.3972,-15.6739,-2.617,24.3854,6.3027
10.6861,-11.4653,-1.6495,19.0825,4.7184
1.273,2.3044,1.3516,-2.0057,-0.3774
-2.8707,4.978,3.0082,-7.5326,-3.3242
-1.8223,2.365,5.0537,-2.122,-7.1189
-4.8528,3.3388,7.2292,-4.0436,-11.3773
-9.8222,3.851,11.0919,-5.0964,-19.6687
-10.7984,4.6649,11.1294,-6.8379,-19.7548
-13.0456,5.996,11.5199,-9.9025,-20.659
-21.0337,9.3599,12.7414,-19.552,-23.5831
-20.6213,8.8363,13.2977,-17.7884,-24.9669
-10.8071,5.9461,9.7977,-9.7819,-16.769
-8.9711,3.7247,10.5294,-4.8339,-18.3913
-9.3652,5.0919,9.5405,-7.7891,-16.2085
-7.0794,5.3378,7.1496,-8.35,-11.2168
-4.6407,5.3953,4.4775,-8.4825,-6.031
-0.2718,5.11,-0.7166,-7.8302,3.165
-2.0939,6.471,-0.8065,-11.0742,3.3159
-1.2409,5.9107,-0.8595,-9.6967,3.4046
7.3842,-1.1674,-3.7649,4.1668,8.1497
1.3285,4.281,-1.6248,-6.0053,4.6777
-5.6103,7.6529,1.3787,-14.2171,-0.4247
-8.457,9.5805,-0.4986,-20.3371,2.7982
-0.3609,6.6423,-3.969,-11.5086,8.4745
-0.1541,5.9084,-2.5259,-9.6913,6.1546
0.0176,5.1037,-1.1347,-7.8158,3.8644
4.5465,0.5924,-1.2472,1.1496,4.0516
7.4475,-4.1194,-1.132,8.8391,3.8599
10.7926,-9.6882,-2.7059,16.7397,6.447
7.9733,-5.1089,-1.1863,10.3182,3.9504
13.2564,-14.3241,-4.5835,22.7178,9.4463
16.1696,-20.3083,-7.7331,29.9197,14.2913
17.2543,-27.8038,-7.9146,38.4087,14.564
16.1071,-25.3183,-6.2394,35.6443,12.0205
13.9829,-17.3196,-4.6843,26.382,9.6047
10.5899,-12.3092,-1.1316,20.1715,3.8592
8.6977,-8.1054,-0.374,14.5892,2.5879
10.2397,-10.8571,-1.2528,18.2886,4.061
5.625,-3.9357,1.3165,8.5602,-0.3159
4.1827,-0.0092,-0.0488,2.2041,2.0366
0.6049,2.5953,1.8756,-2.5678,-1.2983
-3.618,4.3423,4.7835,-6.137,-6.6068
-8.8988,7.2075,6.1836,-12.9907,-9.2992
-10.6999,7.7959,6.9562,-14.6232,-10.8287
-7.6224,5.8709,6.9756,-9.6014,-10.8676
-7.1067,6.9711,4.6629,-12.3614,-6.3793
-7.5033,6.9388,5.165,-12.2763,-7.3307
-6.3919,7.6923,2.3053,-14.3284,-2.0611
3.4416,6.1831,-9.9217,-10.3585,17.5387
5.7692,4.8701,-11.1887,-7.2915,19.3793
1.4143,7.5484,-10.2982,-13.9245,18.0886
4.9243,5.9606,-12.5583,-9.8168,21.3389
2.4793,7.0256,-10.6694,-12.5052,18.6283
0.2513,8.0357,-9.7435,-15.3186,17.2777
4.3487,5.6969,-10.405,-9.1874,18.2441
0.9344,6.3231,-5.3861,-10.7044,10.7018
2.1889,6.0261,-6.9146,-9.9753,13.0527
-0.8652,6.4243,-2.5877,-10.957,6.2552
0.9044,2.1315,2.0429,-1.6755,-1.5945
-7.9445,7.369,4.8522,-13.429,-6.7366
-1.0841,4.3367,1.7097,-6.1249,-1.0057
-8.2948,7.9496,4.0427,-15.0668,-5.2203
-3.5044,2.8399,6.3723,-3.0469,-9.6698
-7.7975,7.7796,3.8344,-14.5767,-4.8348
-17.7099,11.63,2.3655,-29.5369,-2.1684
-3.8231,7.9836,-2.0996,-15.1658,5.4588
-5.2509,8.8693,-2.7615,-17.8959,6.5372
-0.4496,7.7708,-7.2874,-14.5516,13.6186
-23.5049,12.4208,3.9063,-34.8643,-4.9677
-19.5794,11.4247,5.6526,-28.3902,-8.2665
-22.5835,11.5342,8.1637,-28.993,-13.2885
-7.6487,7.4425,4.3706,-13.631,-5.8308
-6.8148,9.8165,-4.0918,-21.2089,8.6695
0.1835,5.809,-2.8458,-9.4533,6.6737
6.1277,0.1188,-3.1702,1.982,7.1972
8.0525,-1.0566,-5.0473,3.9827,10.1737
7.2852,-1.8284,-2.9016,5.2513,6.7639
2.7608,1.678,0.0688,-0.8225,1.8364
13.2593,-9.9485,-6.8807,17.0873,13.0012
14.9578,-7.3505,-12.5298,13.5397,21.2984
16.7641,-7.9622,-16.5328,14.3914,26.8677
13.54,-4.2671,-12.4732,9.0623,21.218
11.878,-6.6423,-6.6145,12.5396,12.5952
6.4402,-0.7648,-2.6573,3.4941,6.3682
-3.7767,6.3259,1.8346,-10.7113,-1.2259
-18.3176,11.2535,5.0755,-27.4862,-7.1604
-15.5324,10.742,4.1324,-25.0199,-5.3869
-11.6606,9.6748,3.4206,-20.6813,-4.0747
-22.6313,12.0857,5.3387,-32.3929,-7.6628
-15.6769,10.0266,6.7712,-22.0152,-10.4595
-10.6172,8.3552,5.7419,-16.2751,-8.4391
-14.3456,9.7085,6.3216,-20.8058,-9.5699
-7.8341,7.9839,3.4171,-15.1669,-4.0683
4.4952,2.0871,-3.1248,-1.5911,7.124
9.9535,-3.343,-5.9887,7.6504,11.6348
10.7944,-4.735,-6.2105,9.7637,11.9762
10.1469,-5.7704,-4.1829,11.2865,8.8138
6.2326,-0.0102,-3.1865,2.206,7.2233
11.7374,-8.9865,-4.7003,15.7942,9.6299
10.2948,-10.3371,-1.5876,17.6033,4.6162
7.0453,-6.2764,0.9049,12.0168,0.4
11.3404,-11.2647,-2.7742,18.8215,6.5578
9.1008,-8.1777,-0.9256,14.6889,3.5152
3.7851,-1.8262,2.1523,5.2477,-1.7887
2.4511,-2.8401,4.502,6.8661,-6.0769
3.7546,-7.3683,5.4667,13.5646,-7.9084
6.6081,-8.6742,2.724,15.3694,-2.8112
8.6089,-14.3764,2.3587,22.7829,-2.1563
5.085,-7.3715,3.9665,13.569,-5.0791
2.3835,-8.7286,7.4087,15.4437,-11.7403
0.7027,-9.434,9.1894,16.3985,-15.4512
-4.2783,-7.8542,12.6202,14.2418,-23.2861
-3.7918,-5.6449,11.6034,11.1039,-20.8542
-3.4313,-6.9081,11.7437,12.9168,-21.1837
-3.4548,-4.3013,10.851,9.1138,-19.1184
1.8199,-10.6278,8.5452,17.9872,-14.0847
-0.7987,-7.5734,9.8861,13.8513,-16.9626
1.2414,-11.4254,9.2783,19.0306,-15.6421
4.6549,-14.3407,6.8262,22.7385,-10.5691
8.1188,-7.5501,0.1469,13.8187,1.7033
11.2984,-12.0268,-2.3475,19.8087,5.864
11.2568,-8.8386,-3.9631,15.5934,8.4652
11.4778,-10.0846,-3.6126,17.2685,7.9065
11.6321,-10.9386,-3.415,18.3954,7.5903
11.4123,-12.7211,-2.2193,20.6981,5.6547
11.6764,-11.1997,-3.3553,18.7368,7.4946
11.8452,-9.6889,-4.4632,16.7406,9.2568
11.02,-7.6854,-4.2983,14.0072,8.9964
11.5933,-9.9528,-3.8802,17.0931,8.3333
13.3352,-11.5499,-6.0751,19.1923,11.768
11.884,-6.3175,-6.8909,12.0758,13.0167
13.0874,-6.2553,-9.3648,11.9866,16.721
11.0492,-3.9893,-7.4156,8.6417,13.8125
7.3285,-0.9427,-3.9233,3.7927,8.4019
7.6033,-0.6165,-4.7816,3.2438,9.7576
2.5818,2.4779,-0.7099,-2.34,3.1538
4.3786,0.0413,-0.3838,2.1167,2.6045
-6.5772,6.6041,4.7234,-11.4113,-6.4934
-10.1826,8.1955,5.6223,-15.7924,-8.208
-14.3205,9.1705,7.6606,-18.8987,-12.2529
-19.4122,10.271,9.5593,-22.9932,-16.2492
-18.3032,9.9011,9.5459,-21.53,-16.2202
-19.2222,9.8173,10.5018,-21.2119,-18.3294
-15.4638,8.9079,9.2661,-18.0219,-15.6158
-12.1963,8.1334,7.7849,-15.6073,-12.5073
-11.9039,8.9218,5.8068,-18.0676,-8.5648
-11.3378,8.6665,5.8096,-17.2436,-8.5703
2.463,1.3785,0.8385,-0.2689,0.5149
-5.8174,6.3697,4.2626,-10.8204,-5.6293
-1.717,3.9228,3.1031,-5.2465,-3.4963
-3.6584,4.8038,4.2062,-7.1442,-5.5241
-5.1557,6.2988,3.6084,-10.6442,-4.4188
1.3999,2.2894,1.1998,-1.9769,-0.1125
3.5478,-0.7991,1.5897,3.5518,-0.7946
-1.5217,2.9811,4.0416,-3.3262,-5.2182
-1.4687,2.6011,4.4056,-2.579,-5.8964
-8.565,6.1237,7.5484,-10.2131,-12.0241
-15.5431,8.8828,9.3841,-17.9399,-15.87
-3.8973,2.8827,6.7313,-3.1312,-10.3801
-5.9973,5.2535,6.1613,-8.1566,-9.2556
-9.2805,7.9376,5.1874,-15.032,-7.3735
-16.469,9.2613,9.4141,-19.2095,-15.9349
-13.4208,8.9118,7.3758,-18.0349,-11.6735
-7.2145,8.245,2,-15.9411,-1.5184
-2.7871,6.4526,0.2341,-11.0282,1.5543
-6.0977,6.4747,4.4033,-11.0837,-5.8921
-9.9749,8.2375,5.3056,-15.9187,-7.5993
-10.3312,8.2307,5.7061,-15.8981,-8.3698
-12.5266,9.3458,5.3885,-19.5026,-7.7583
-12.4693,8.8319,6.6076,-17.7742,-10.1346
2.8705,0.7724,0.9537,0.8291,0.3153
3.5378,1.0655,-0.3113,0.3017,2.4818
2.3458,1.2672,1.1239,-0.065,0.0197
-1.5699,3.1809,3.8642,-3.7252,-4.8898
-2.3047,3.3262,4.5452,-4.0181,-6.158
5.434,2.942,-6.1639,-3.2487,11.9046
14.7737,-6.174,-13.276,11.8696,22.354
17.8172,-8.326,-19.1649,14.8928,30.4153
19.6462,-13.9597,-19.4459,22.2626,30.7893
19.9366,-10.9661,-23.0879,18.4314,35.5592
12.4774,-0.4326,-15.57,2.9315,25.5485
22.2515,-19.5683,-24.1182,29.0535,36.8846
19.2065,-10.4665,-21.1832,17.7745,33.0817
16.5477,-5.6534,-18.6705,11.1163,29.7553
12.698,0.1752,-17.3813,1.8836,28.0206
3.1913,4.8667,-5.9196,-7.2841,11.5283
-0.051,7.4382,-6.8987,-13.619,13.0286
-2.5705,8.2514,-5.0689,-15.9604,10.2075
-3.8597,9.2492,-6.7629,-19.1677,12.8217
-8.0534,10.0499,-3.1313,-22.1065,7.1345
9.4361,-0.8876,-7.8624,3.7004,14.4857
2.2677,5.4514,-5.5906,-8.6124,11.0193
3.7873,4.8607,-7.028,-7.2706,13.2252
7.3157,1.5339,-7.2986,-0.5552,13.6356
11.1368,-2.5437,-9.2091,6.3983,16.4913
17.3579,-12.3008,-14.3222,20.1608,23.8202
17.0775,-13.4373,-12.8654,21.6059,21.7742
14.2366,-8.5163,-9.883,15.1538,17.4822
15.2323,-10.433,-10.6168,17.7302,18.552
17.6215,-18.5215,-11.4957,27.8175,19.8211
7.9049,0.1341,-6.3037,1.9553,12.1193
0.1108,5.3932,-1.8445,-8.4778,5.0399
-1.915,6.4831,-1.1002,-11.1048,3.8069
3.9346,2.8681,-3.4043,-3.1024,7.5732
5.1056,1.6375,-3.4813,-0.7471,7.6965
1.9543,3.5487,-1.3567,-4.4714,4.2336
-1.3586,4.7989,1.3494,-7.1334,-0.3735
-1.1045,5.176,0.3592,-7.9799,1.3401
-6.7302,7.6641,2.7967,-14.2489,-2.9421
-5.2691,7.1767,2.0253,-12.9078,-1.5632
-3.3449,5.7461,2.3454,-9.3037,-2.1327
4.5936,0.9926,-1.8014,0.4336,4.9688
7.9232,-2.9601,-2.8476,7.0543,6.6766
-0.7745,4.9816,0.2393,-7.5408,1.5454
-13.3294,9.0348,7.006,-18.4417,-10.9286
-16.471,9.7174,8.3719,-20.8384,-13.7218
-17.8043,10.1548,8.4513,-22.5225,-13.8878
-12.0573,8.6508,6.5946,-17.1939,-10.1088
-6.0491,5.6264,5.6961,-9.021,-8.3506
-12.4091,8.5628,7.1376,-16.9167,-11.1928
-10.9504,8.4311,5.9295,-16.5079,-8.8031
-16.5742,10.2514,6.9961,-22.913,-10.9087
-25.8438,11.8215,9.8103,-30.679,-16.7965
-17.3106,9.9526,8.5414,-21.728,-14.0767
-4.4176,6.3887,2.537,-10.868,-2.4753
-5.5949,8.2582,-0.2496,-15.9808,2.3773
-0.3645,6.1329,-2.7008,-10.2354,6.4388
-4.4435,7.0111,1.3007,-12.4669,-0.2884
-1.5493,5.9069,-0.3996,-9.6877,2.6311
2.6405,2.9955,-1.5435,-3.3547,4.5433
3.618,2.2934,-2.0216,-1.9847,5.3309
